,UEN,MATCHED_NAME,COMPANY_NAME,PIC_NAME,DESIGNATION,CONTACT_NUMBER_1_FORMATTED,CONTACT_NUMBER_2_FORMATTED,CONTACT_NUMBER_3_FORMATTED,ADDRESS,EMAIL_1,EMAIL_2,EMAIL_3,COMPANY_STATUS
748,201620761K,HOME KITCHEN PTE. LTD.,HOME BAR& KITCHEN,,,65 8383 0708,,,,simkl@msn.com,,,LIVE COMPANY
749,53155149X,ISTANBUL GRILL'S AND CAFE,ISTANBUL'S GRILL & CAFE,,,65 6296 4084,,,,seckin22526@hotmail.com,,,LIVE
750,201222533D,IZY DINING AND BAR PTE. LTD.,IZY DINING & BAR,,,65 9678 0027,,,,amber@izy.com.sg,,,LIVE COMPANY
751,201217374Z,J'PAN BAKERY PTE. LTD.,J'PAN BAKERY,,,65 9769 8112,,,,weeseng.phua@jpanbakery.com,,,LIVE COMPANY
752,201412544R,JOO BAR PTE. LTD.,JOO BAR,,,65 8138 1628,65 8138 1628,,,questions@joo-bar.com,,,LIVE COMPANY
753,201417275D,KANSHOKU RAMEN PTE. LTD.,KANSHOKU RAMEN BAR  ,,,65 6384 4770,,,,eat@kanshokuramen.com,,,LIVE COMPANY
754,201427788Z,KAY LEE PTE. LTD.,KAY LEE,,,65 6594 2128,,,,dixon.hong@aztech.com,,,LIVE COMPANY
755,201624147H,KENG ENG KEE SEAFOOD PTE. LTD.,KENG ENG KEE SEAFOOD,,,65 6272 1038,,,,,,,LIVE COMPANY
756,201129443M,KHAN RESTAURANT PTE. LTD.,KHAN RESTAURANT,,,65 6296 3518,,,,khanrestaurant1211@hotmail.com,,,LIVE COMPANY
757,200802470G,KIM'S FAMILY FOOD PTE. LTD.,KIM FAMILY FOOD,,,65 6221 0401,,,,kimsfamily.kr@hotmail.com,,,LIVE COMPANY
758,53191576W,KING OF KEBABS,KING KEBABS,,,65 6532 1110,,,,kingkebabs.miltonkeynes@gmail.com,,,LIVE
759,200721949R,KKO KKO NA RA PTE. LTD.,KKO KKO NA RA,,,65 6224 8186,,,,kkokkonara@hotmail.com,,,LIVE COMPANY
760,201108357C,L'ETOILE CAFE PTE. LTD.,L'ETOILE CAFE,,,65 6298 2872,,,,stephen.ng@letoile.com.sg,,,LIVE COMPANY
761,201540790K,MY NONNA'S PTE. LTD.,LA NONNA ,,,65 6468 1982,,,,info@lanonna.sg,,,LIVE COMPANY
762,200610989H,LE ROUGE PTE. LTD.,LE ROUGE ,,,65 6327 9828,,,,sales@lerougesg.com,,,LIVE COMPANY
763,200415745Z,LEE WEE & BROTHERS PTE. LTD.,LEE WEE & BROTHERS,,,65 6385 9122,,,,,,,LIVE COMPANY
764,202531850W,LEOPOLD PTE. LTD.,LEOPOLD ,,,65 6534 7640,,,,klaus@gastrobar.com, gastrobar@leopold.sg,,LIVE COMPANY
765,53215134L,D-KPO,KPO,,,65 6733 3648,,,,,,,LIVE
766,202442002K,KYO SG PTE. LTD.,KYO,,,65 8299 8735,,,,info@clubkyo.com,,,LIVE COMPANY
767,200806194W,LE BISTROT DU SOMMELIER PTE. LTD.,LE BISTROT DU SOMMELIER,,,65 6333 1982,65 9821 3047,,,max@lebistrotdusommelier.com, resa@lebistrotdusommelier.com,,LIVE COMPANY
768,200502846C,LHN GROUP PTE. LTD.,LHN GROUP,,,65 6368 8328,,,,space.enquiry@lhngroup.com.sg,,,LIVE COMPANY
769,201506821M,LOAVES ME GROUP PTE. LTD.,LOAVES ME,,,65 9665 1631,,,,loavesme@yahoo.com.sg,,,LIVE COMPANY
770,201921288G,LOKAL PTE. LTD.,LOKAL,,,65 6423 9918,,,,hello@thelokalsingapore.com,,,LIVE COMPANY
771,200615628Z,LOTS GOURMET (S) PTE. LTD.,LOTS GOURMET ,,,65 6633 9651,,,,lotgourmetstop@gmail.com, hello@lotsgourmet.com, jennypang@lotsgourmet.com,LIVE COMPANY
772,200710156E,THE LO AND BEHOLD GROUP PTE. LTD.,LO & BEHOLD GROUP,,,65 6338 8035,,,,andrew.ing@lobehold.com,,,LIVE COMPANY
773,201313386M,LOWER EAST SIDE PTE. LTD.,LOWER EAST SIDE,,,65 6346 8102,65 6221 9555,,,hello@50rp.com.sg,,,LIVE COMPANY
774,201200900C,S K LUXE PTE. LTD.,LUXE,,,65 6221 5615,,,,richard@luxesydney.sg,,,LIVE COMPANY
775,200712880M,MADURA'S RESTAURANT PTE. LTD.,MADURA'S RESTAURANT ,,,65 8183 9075,,,,enquiry@madurasfood.com, madurarest@yahoo.com.sg,,LIVE COMPANY
776,201208500N,MAMANDA PTE. LTD.,MAMANDA,,,65 6396 6646,,,,business@mamanda.com.sg,,,LIVE COMPANY
777,200922421N,MARCO MARCO SINGAPORE PTE. LTD.,MARCO MARCO ,,,65 9710 5306,,,,friedrich@marcomarco.com.sg,,,LIVE COMPANY
778,201437753E,LONDON FAT DUCK PTE. LTD.,LONDON FAT DUCK,,,65 9385 9503,65 9233 3452,,,wesgtw@gmail.com,,,LIVE COMPANY
779,200715893G,MANZOKU INVESTMENT PTE. LTD.,MANZOKU,,,65 6734 4436,,,,enquiries@manzoku.com.sg, enquiries@chikuwa.com.sg,,LIVE COMPANY
780,202005245E,MATCHAYA ASIA PTE. LTD.,MATCHAYA,,,65 9837 3187,,,,info.telepathic@gmail.com,,,LIVE COMPANY
781,199704980G,MAYIM CHINESE CUISINE PTE. LTD.,MAYIM CHINESE CUISINE,,,65 6794 1590,,,,,,,LIVE COMPANY
782,201418064G,MCGETTIGAN'S SINGAPORE PTE. LTD.,MCGETTIGAN’S,,,65 6837 0577,65 8715 9857,,,sophie@mcgettigans.com,,,LIVE COMPANY
783,196400050E,OUE LIMITED,ME @ OUE,,,65 6634 4555,,,,loic-esposito@me-oue.com,,,LIVE COMPANY
784,201936674H,MEAT COLLECTIVE SINGAPORE PRIVATE LIMITED,MEAT & GREAT COLLECTIVE,,,65 9374 8449,,,,meatandgreen@gmail.com,,,LIVE COMPANY
785,201526997W,MIKAWA YAKITORI BAR PTE. LTD.,MIKAWA YAKITORI BAR,,,65 9681 6606,,,,enquiry@mikawayakitori.sg,,,LIVE COMPANY
786,201421419Z,MISAKI JAPANESE RESTAURANT PTE. LTD.,MISAKI JAPANESE RESTAURANT,,,65 6443 1187,,,,kenkhor71@gmail.com,,,LIVE COMPANY
787,201500897H,MISCHIEF & MISCHIEF PTE. LTD.,MISCHIEF ,,,65 6532 0481,,,,asirirookery@gmail.com,,,LIVE COMPANY
788,200915417W,MONSTER CURRY PTE. LTD.,MONSTER CURRY,,,65 6238 1728,,,,hello@monstercurry.com.sg,,,LIVE COMPANY
789,T18LL0576E,HOUSE OF MOOKATA LLP,MOOKATA HOUSE,,,65 6348 1275,,,,james_ah_yong@hotmail.com,,,LIVE
790,200816238W,MOTHER'S RESTAURANT PTE. LTD.,MOTHER'S RESTAURANT,,,65 9382 0874,,,,,,,LIVE COMPANY
791,202519579M,MAYURA LABS PTE. LTD.,MAYURA,,,65 6449 8466,,,,sales@mayuracuisine.com,,,LIVE COMPANY
792,201503929E,MEYER HOUSE PTE. LTD.,MEYER HOUSE,,,65 6546 0800,,,,us@meyerhouse.sg,,,LIVE COMPANY
793,200706115D,MINORA CUISINE PTE. LTD.,MINORA CUISINE,,,65 6296 4225,65 6341 7750,,,enquiry@minora.com.sg, eliyas.star@gmail.com,,LIVE COMPANY
794,200300025H,MUJI (SINGAPORE) PTE. LTD.,MUJI (SINGAPORE) PTE LTD HQ,,,65 6346 4123,,,,ng_hwa_kim@muji.com.sg,,,LIVE COMPANY
795,T14LL2824L,MUSTARD SEED RESTAURANT LLP,MUSTARD RESTAURANT,,,65 9630 4737,65 6297 8422,,,mustardrestaurant@yahoo.com,,,LIVE
796,200407764H,NARA JAPANESE RESTAURANT PTE. LTD.,NARA JAPANESE RESTAURANT,,,65 6256 6568,,,,reservations@narajapanese.com.sg,,,LIVE COMPANY
797,53146126B,RASA SINGAPURA,NEW RASA SINGAPURA,,,65 9818 8101,,,,new.rasa.singapura@gmail.com,,,LIVE
798,202040656W,P.O. NOSH PRIVATE LIMITED,NOSH,,,65 6779 4644,,,,info@nosh.com.sg,,,LIVE COMPANY
799,202133244Z,O'BRIENS PTE. LTD.,O BRIENS,,,65 6535 7891,,,,hugh@obriens.com.sg,,,LIVE COMPANY
800,202201782W,JO JAPANESE RESTAURANT PTE. LTD.,O-AN JAPANESE RESTAURANT,,,65 6221 7781,,,,kmfood@gmail.com,,,LIVE COMPANY
801,53417717D,BEAN,O'BEAN,,,65 9835 1797,,,,-,,,LIVE
802,202026732E,ODD ONE OUT TEA PTE. LTD.,ODD ONE OUT ,,,65 6738 8898,,,,debby@peranakanplace.com,,,LIVE COMPANY
803,53023846B,MUSHROOM,MUSHROOM CAFÉ,,,65 6303 2358,,,,greatmushrooms@yahoo.com,,,LIVE
804,201230549G,NECESSARY PROVISIONS PTE. LTD.,NECESSARY PROVISIONS,,,65 9231 7920,,,,hello@necessaryprovisions.com,,,LIVE COMPANY
805,202402662C,NUSS PTE. LTD.,NUSS ,,,65 9069 6069,,,,richardc@nuss.org.sg,,,LIVE COMPANY
806,201301658H,OCEANS OF SEAFOOD PTE. LTD.,OCEANS OF SEAFOOD,,,65 6466 1005,,,,,,,LIVE COMPANY
807,201131725Z,OKADA COFFEE PTE. LTD.,OKADA COFFEE,,,65 6443 1948,,,,okada@okadacoffee.com.sg,,,LIVE COMPANY
808,200912441C,OH DELI PTE. LTD.,OH DELI,,,65 6440 4409,,,,sales@ohdeli.com.sg,,,LIVE COMPANY
809,200803529M,ONE CONCEPT PTE. LTD.,ONE CONCEPT,,,65 6225 8049,,,,info@one-concept.com.sg,,,LIVE COMPANY
810,201935610M,ORIGINAL PTE. LTD.,ORIGINAL SIN,,,65 6475 5605,65 6475 5605,,,info@originalsin.com.sg,,,LIVE COMPANY
811,199005011H,ASIA PACIFIC COFFEE PTE LTD,PACIFIC COFFEE,,,65 6327 4835,,,,amylee@pacificcoffee.com.sg,,,LIVE COMPANY
812,53474527W,BROWNIE,P.OSH BROWNIE,,,65 9007 0014,,,,gacebook@posh.sg, shop@posh.sg,,LIVE
813,200919828E,PAPPAMIA GROUP PTE. LTD.,PAPPAMIA,,,65 6834 4713,,,,jess@pappamia.com.sg, infopappamia@gmail.com,,LIVE COMPANY
814,201313968R,PASARBELLA PTE. LTD.,PASARBELLA ,,,65 6887 0077,,,,xian@pasarballa.com,,,LIVE COMPANY
815,201410863C,PATISSERIE G PTE. LTD.,PATISSERIE G ,,,65 9187 8576,65 6338 7578,,,ryan@patisserieg.com, contact@patisserieG.com,,LIVE COMPANY
816,201925505C,OLD HABITS SG PTE. LTD.,OLD HABITS,,,65 9127 7147,,,,oldhabitssg@gmail.com,,,LIVE COMPANY
817,53274893W,OLD HEN COFFEE,OLD HEN COFFEE BAR,,,65 6341 5458,,,,hello@oldhencoffee.com,,,LIVE
818,201406935Z,PHO STOP PTE. LTD.,PHO STOP,,,65 6534 8178,,,,ngon@phostop.sg,,,LIVE COMPANY
819,202226130D,PIQUE NIQUE PTE. LTD.,PIQUE NIQUE,,,65 6293 3121,,,,sweets@sugardaddy.com.sg,,,LIVE COMPANY
820,202440561R,PITSTOP SG PTE. LTD.,PITSTOP ,,,65 8522 5902,,,,,,,LIVE COMPANY
821,201102032Z,PITCHSTOP PTE. LTD.,PITCHSTOP CAFÉ ,,,65 6792 4338,,,,jin@thepitchstop.com,,,LIVE COMPANY
822,201524531E,PONDOK GURAME INDONESIAN RESTAURANT PTE. LTD.,PONDOK GURAME INDONESIAN,,,65 6348 0982,,,,enquiry@pondokgurame.com.sg,,,LIVE COMPANY
823,200907794E,PONDOK JAWA TIMUR PTE. LTD.,PONDOK JAWA TIMUR,,,65 6884 5853,,,,pondokjt@gmail.com,,,LIVE COMPANY
824,201320688G,POTATO HEAD SINGAPORE PTE. LTD.,POTATO HEAD,,,65 6327 1939,65 6327 1939,,,singapore@potatohead.co,,,LIVE COMPANY
825,201001871R,PREMAAS CUISINE PTE. LTD.,PREMAAS CUISINE,,,65 9237 5739,65 6392 3644,,,girishalakandy@gmail.com,,,LIVE COMPANY
826,201416133Z,PURPLE TURTLE PTE. LTD.,PURPLE TURTLE,,,65 9876 1338,,,,Yvonneyeo@purpleturtle.com.sg,,,LIVE COMPANY
827,201225097Z,PEPPER CASTLE PTE. LTD.,PEPPER CASTLE,,,65 8869 1910,,,,,,,LIVE COMPANY
828,200909421M,RAMEN PLAY PTE. LTD.,RAMEN PLAY,,,65 6253 6066,65 6285 6116,,,huilin.loo@breadtalk.com,,,LIVE COMPANY
829,200721378R,REDDOT BREWHOUSE PTE. LTD.,REDDOT BREWHOUSE,,,65 6535 4500,,,,ksong@reddotbrewhouse.com.sg,,,LIVE COMPANY
830,201404978K,RHUBARB LE RESTAURANT PTE. LTD.,RHUBARB LE RESTAURANT,,,65 8127 5001,,,,jerome@rhubarb.sg, paul@rhubarb.sg,,LIVE COMPANY
831,200710345K,RIDERS CAFE PTE. LTD.,RIDERS CAFÉ,,,65 6466 9819,,,,enquiries@riderscafe.sg,,,LIVE COMPANY
832,202504937W,ROOKERY PTE. LTD.,ROOKERY,,,65 6221 0532,65 6221 0968,,,mahesh@rookery.com.sg, enquiriesrookery@gmail.com,,LIVE COMPANY
833,200502110R,SAHARA BAR AND RESTAURANT PTE. LTD.,SAHARA BAR & RESTAURANT,,,65 8119 6676,,,,sahara58bq@gmail.com,,,LIVE COMPANY
834,53368038K,SABAI SABAI,SABAI THAI,,,65 6535 3718,,,,contact-us@sabaifinethai.com.sg,,,LIVE
835,201113013Z,RAMEN CHAMPION PTE. LTD.,RAMEN CHAMPION ,,,65 8139 6202,,,,kmatsuda@komarsgroup.com,,,LIVE COMPANY
836,200609885Z,SCREENING ROOM (SINGAPORE) PTE. LTD.,SCREENING ROOM,,,65 6221 1694,,,,jose@screeningroom.com.sg,,,LIVE COMPANY
837,201915734Z,SCRUMPTIOUS PTE. LTD.,SCRUMPTIOUS CAFE ,,,65 6463 6543,,,,steven.lee@scrumptious.com.sg,,,LIVE COMPANY
838,201010837M,SHIN MINORI JAPANESE RESTAURANT PTE. LTD.,SHIN MINORI JAPANESE RESTAURANT,,,65 6733 2272,,,,angeline@shinminori.com.sg,,,LIVE COMPANY
839,201528019Z,SHINKEI JAPANESE DINING RESTAURANT PTE. LTD.,SHINKEI JAPANESE RESTAURANT,,,65 6255 5598,,,,enquiries@shinkei.com.sg,,,LIVE COMPANY
840,200911693Z,SHIN YUU JAPANESE RESTAURANT PTE. LTD.,SHIN YUU JAPANESE RESTAURANT,,,65 6763 4939,,,,shinyuu.jap.rest@gmail.com; shinyuu.jap.rest@gmail.com,,,LIVE COMPANY
841,201914963Z,SHIMA PTE. LTD.,SHIMA,,,65 6734 6281,,,,shima.jr@jrgroup.com.sg,,,LIVE COMPANY
842,198201850C,SHINJUKU RESTAURANT PTE. LTD.,SHINJUKU RESTAURANT,,,65 6734 8436,,,,hello@shinjuku.nz,,,LIVE COMPANY
843,201511282H,SIMPLY WRAPPS ION PTE. LTD.,SIMPLY WRAPPS,,,65 9180 2309,65 6271 0686,,,yt@simplywrapps.com,,,LIVE COMPANY
844,201114477N,SOGURT PTE. LTD.,SOGURT,,,65 8418 8401,,,,info@sogurt.com.sg,,,LIVE COMPANY
845,201842377G,STATELAND CAFE PTE. LTD.,STATELAND CAFE ,,,65 9296 4997,,,,statelandcafe@gmail.com,,,LIVE COMPANY
846,201202375K,STRICTLY PANCAKES PTE. LTD.,STRICTLY PANCAKES ,,,65 6333 4202,,,,aaron@strictlypancakes.com.sg, info@strictlypancakes.sg,,LIVE COMPANY
847,201527311Z,SPARKS BISTRO PTE. LTD.,SPARKS CAFE & BISTRO,,,65 9384 8071,,,,sparkscafebistro@gmail.com,,,LIVE COMPANY
848,201401245H,SUSHI AIRWAYS PTE. LTD.,SUSHI AIRWAYS,,,65 6291 1151,,,,chef@sushiariways.com, pilot@sushiairways.com,,LIVE COMPANY
849,53381797L,EN SUSHI BAR,SUSHI BAR,,,65 6341 7654,,,,-,,,LIVE
850,53037413K,SWAADHISHT,SWAADHISHT RESTAURANT,,,65 6392 0513,,,,swaadhisht@gmail.com,,,LIVE
851,200911579E,SWATOW GARDEN SEAFOOD RESTAURANT PTE. LTD.,SWATOW SEAFOOD RESTAURANT,,,65 6363 1717,,,,oliver.ying@swatow.com.sg,,,LIVE COMPANY
852,201733859K,SYMMETRY INVESTMENTS SINGAPORE PRIVATE LIMITED,SYMMETRY,,,65 6291 9901,,,,abby@symmetry.com.sg,,,LIVE COMPANY
853,53134816D,TAMAYA DINING,TAMAYA DINING BAR,,,65 6835 3539,,,,tamaya@sential.com.sg, tamaya@sential.com.sg,,LIVE
854,53501081L,TAMBUAH MAS JEWEL,TAMBUAH MAS,,,65 6733 2220,,,,yhau@tambuahmas.com.sg,,,LIVE
855,202344891Z,PINE VALLEY TEA PTE. LTD.,TEA VALLEY,,,65 6337 1598,65 9017 1018,,,general@teavalley.com.sg,,,LIVE COMPANY
856,200305921W,SURIYA RESTAURANT PTE. LTD.,SURIYA RESTAURANT,,,65 6296 3070,,,,,,,LIVE COMPANY
857,201224882M,SUSHI MITSUYA PTE. LTD.,SUSHI MITSUYA ,,,65 6438 2608,,,,reservations@sushimitsuya.com,,,LIVE COMPANY
858,201818343H,TAJIMAYA YAKINIKU PTE. LTD.,TAJIMAYA YAKINIKU,,,65 6377 0070,,,,tajimaya@createries.com,,,LIVE COMPANY
859,200723658G,TANYOTO (S) PTE. LTD.,TANYOTO,,,65 9859 6532,,,,tanyoto@yahoo.com,,,LIVE COMPANY
860,201000688Z,TASTE INDIA PTE. LTD.,TASTE OF INDIA,,,65 6341 5158,,,,,,,LIVE COMPANY
861,202430766C,TERRA-X PTE. LTD.,TERRA,,,65 6221 5159,,,,reservation@terraseita.com,,,LIVE COMPANY
862,201211385E,THAI AFFAIR PTE. LTD.,THAI AFFAIR,,,65 9241 6707,,,,victor@thaiaffair.sg,,,LIVE COMPANY
863,53251420C,THE GO ACADEMY,THE ACADEMY ,,,65 6291 6863,,,,hello@arccoffee.sg,,,LIVE
864,201009311W,THE AULD ALLIANCE PTE. LTD.,THE AULD ALLIANCE,,,65 6337 2201,,,,info@theauldalliance.sg,,,LIVE COMPANY
865,201812711H,THE BLACK SHEEP CAFE PTE. LTD.,THE BLACK SHEEP CAFE ,,,65 9272 1842,,,,blacksheepcafe@gmail.com,,,LIVE COMPANY
866,200908176K,THE BLARNEY PTE. LTD.,THE BLARNEY,,,65 6509 8817,,,,blarney@singnet.com.sg,,,LIVE COMPANY
867,201003083G,THE HERBAL BAR PTE. LTD.,THE HERBAL BAR,,,65 9185 2835,,,,,,,LIVE COMPANY
868,202332849M,THE HOT KITCHEN PTE. LTD.,THE HOT KITCHEN,,,65 9823 5043,,,,enqthk@gmail.com,,,LIVE COMPANY
869,201114753H,THE LIVING CAFE PTE. LTD.,THE LIVING CAFÉ,,,65 6468 4482,,,,chris@thelivingcafeasia.com,,,LIVE COMPANY
870,202126695D,BEACON&CO PRIVATE LIMITED,THE BEACON ,,,65 6883 1155,,,,hello@thebeacon.com.sg,,,LIVE COMPANY
871,201410359C,THE CURRY HUT PTE. LTD.,THE CURRY HUT,,,65 6763 6493,,,,salmanshaik2591@hotmail.com,,,LIVE COMPANY
872,201224193N,THE DAILY SCOOP PTE. LTD.,THE DAILY SCOOP,,,65 6475 3128,,,,icecream@thedailyscoop.com.sg,,,LIVE COMPANY
873,201419517E,THE DOUGH SHOPPE PTE. LTD.,THE DOUGH SHOPPE,,,65 6423 9936,,,,info@thedoughshoppe.com,,,LIVE COMPANY
874,53066688W,THE CO-LAB,THE LAB,,,65 6299 5681,,,,weexperiment@thelabsg.com,,,LIVE
875,201839864K,THE PLAIN PTE. LTD.,THE PLAIN,,,65 6225 4387,,,,vanessa.kenchington@gmail.com,,,LIVE COMPANY
876,201409992M,QUARTERS PTE. LTD.,THE QUARTERS ,,,65 9296 7079,,,,info@thequarters.sg,,,LIVE COMPANY
877,201326222E,THE WICKED GARLIC PTE. LTD.,THE WICKED GARLIC BAR,,,65 8509 2942,,,,thewickedgarlic@gmail.com,,,LIVE COMPANY
878,201228520R,TIM HO WAN PTE. LTD.,TIM HO WAN SG,,,65 6789 5479,65 6866 7800,65 6688 7600,,bernardchin@timhowan.com, customercare@timhowan.com,,LIVE COMPANY
879,T19LL0448G,M SQUARE LLP,THE SQUARE,,,65 6739 6468,,,,,,,LIVE
880,202134827K,THREE CROWNS (SERVICES) PTE. LTD.,THREE CROWNS,,,65 6766 0053,,,,enquiries@threecrowns.com.sg,,,LIVE COMPANY
881,53380186M,A TREEHOUSE,TREEHOUSE CAFE ,,,65 6469 0282,,,,carin@gourmetplus.com.sg,,,LIVE
882,201230547E,UNCLE LEONG SEAFOOD GROUP PTE. LTD.,UNCLE LEONG SEAFOOD,,,65 6554 3453,,,,yongheng_1986@hotmail.com,,,LIVE COMPANY
883,201838411Z,UNION SQUARE HOLDINGS PTE. LTD.,UNION SQUARE,,,65 6224 6116,,,,simon_wong@ntucclub.com.sg,,,LIVE COMPANY
884,201223828E,WANG DAE BAK PTE. LTD.,WANG DAE BAK,,,65 8121 0526,,,,wangdaebakbbq@gmail.com,,,LIVE COMPANY
885,200900444D,WEST CO'Z CAFE PTE. LTD.,WEST CO'Z CAFE,,,65 6438 0095,,,,westcozC@p2e.com.sg,,,LIVE COMPANY
886,201301921W,WHEELER'S YARD PTE. LTD.,WHEELER'S YARD,,,65 6254 9128,,,,tommy@wheelersyard.com,,,LIVE COMPANY
887,53221598B,WOOLOOMOOLOO STEAKHOUSE,WOOLOO MOOLOO STEAKHOUSE,,,65 6338 0261,,,,woo-singapore@wooloo-mooloo.com,,,LIVE
888,201330598D,WORKING TITLE PRIVATE LIMITED,WORKING TITLE CAFE ,,,65 6298 8721,,,,ask@workingtitle.sg,,,LIVE COMPANY
889,202303669K,OISHII PTE. LTD.,OISHII,,,65 9021 4286,,,,hanoi100am@gmail.com,,,LIVE COMPANY
890,53470062D,HERO SG,HERO'S,,,65 9673 2221,,,,landz@heros.sg,,,LIVE
891,200103245E,SAKUNTHALA'S HOLDINGS PTE LTD,SAKUNTHALA,,,65 9752 4263,,,,mathavan@sakunthalas.com,,,LIVE COMPANY
892,201113260Z,JIGGER & PONY PTE. LTD.,JIGGER & PONY,,,65 9199 0857,,,,indra.kantono@gmail.com,,,LIVE COMPANY
893,200713230W,MURUGAN IDLI SHOP PTE. LTD.,MURUGAN IDLI SHOP,,,65 9898 0785,65 6298 0858,,,shanmitha.manoharan28@gmail.com,,,LIVE COMPANY
894,202024556M,SOFRA PTE. LTD.,SOFRA,,,65 9129 8129,,,,admin@sofra.com.sg,,,LIVE COMPANY
895,52817812A,GAYATRI RESTAURANT,GAYATRI RESTAURANT GROUP,,,65 9877 6543,,,,,,,LIVE
896,40516800D,HOLIDAY INN SINGAPORE ATRIUM,HOLIDAY INN ATRIUM,,,65 9862 2258,,,,christopher.lee@ihg.com,,,LIVE
897,201206536E,MADO CAFE (S) PTE. LTD.,MADO CAFE,,,65 9771 3036,,,,jason@madocafe.com.sg,,,LIVE COMPANY
898,201308189Z,BLUE LOTUS RESTAURANT PTE. LTD.,BLUE LOTUS RESTAURANT PTE LTD ,,,65 6339 0880,,,,blsc@bluelotus.com.sg,,,LIVE COMPANY
899,201804462N,GU THAI NOODLE CAFE PTE. LTD.,THAI NOODLE CAFÉ ,,,65 8666 6675,,,,chris.ho@laohuang.sg,,,LIVE COMPANY
900,201020453N,TARATATA PTE. LTD.,TARATATA ,,,65 6221 4506,,,,taratata@taratata.sg, taratata@taratata.sg,,LIVE COMPANY
901,200808622M,ENO-OKA JAPANESE RESTAURANT PTE. LTD.,ENO-OKA JAPANESE RESTAURANT ,,,65 9099 7224,65 6887 5527,,,enooka.sg@gmail.com,,,LIVE COMPANY
902,201508339M,PADI@BUSSORAH PTE. LTD.,PADI @ BUSSORAH ,,,65 6291 3921,65 9735 3783,,,reservation@padibussorah.com,,,LIVE COMPANY
903,199901544Z,PAULANER BRAUHAUS SINGAPORE PTE. LTD.,PAULANER BRAUHAUS ,,,65 6338 0480,,,,info@paulaner-brauhaus-singapore.com,,,LIVE COMPANY
904,T06LL1665F,TEA CHIMES LLP,CHIMES,,,65 9776 7472,,,,chimes@gmail.com,,,LIVE
905,202304413H,DING DING DONG PTE. LTD.,DING DONG ,,,65 6557 0189,65 6877 4878,,,nino@dingdong.com.sg, theteam@dingdong.com.sg,,LIVE COMPANY
906,201220588H,THE SUSHI BAR DINING PTE. LTD.,THE SUSHI BAR DINING ,,,65 9231 1238,,,,thesushibar.sg@gmail.com,,,LIVE COMPANY
907,200615619W,NYONYA & BABA PERANAKAN CUISINE PTE. LTD.,NYONYA & BABA PERANAKAN ,,,65 9820 9393,,,,baba.nyonya@hotmail.com,,,LIVE COMPANY
908,200400214W,MANCHURIAN RESTAURANT PTE. LTD.,RESTAURANT MANCHURIAN ,,,65 6225 8663,,,,,,,LIVE COMPANY
909,202516422H,TWINS PT LIMITED,TWINS ,,,65 9006 3875,,,,Kitchentwins89@gmail.com,,,LIVE COMPANY
910,200909458G,MAI THAI RESTAURANT PTE. LTD.,MAI THAI RESTAURANT ,,,65 8345 4784,65 6474 3108,,,itsmeresti@gmail.com, jess@maiithai.com.sg,,LIVE COMPANY
911,200707104R,MELLBEN SEAFOOD PTE. LTD.,MELLBEN SEAFOOD ,,,65 6285 6762,,,,,,,LIVE COMPANY
912,200923079D,SATURDAY PTE. LTD.,SATURDAY HOUSE ,,,65 6280 0338,,,,saturdayhousesg@gmail.com,,,LIVE COMPANY
913,200720778W,UDDERS PTE. LTD.,UDDERS  ,,,65 8453 9000,65 6662 9410,,,nicholas@udders.com.sg, pecklin@udders.com.sg, ruishan@udders.com.sg,LIVE COMPANY
914,201022207W,TONNY RESTAURANT PTE. LTD.,TONNY RESTAURANT ,,,65 6748 6618,,,,,,,LIVE COMPANY
915,201529595G,DRAGON PHOENIX RESTAURANT (GRAND) PTE. LTD.,DRAGON PHOENIX RESTAURANT ,,,65 6250 3991,65 6238 0110,,,,,,LIVE COMPANY
916,201711424K,NEW UBIN SEAFOOD HOLDINGS PTE. LTD.,NEW UBIN SEAFOOD ,,,65 6466 9558,,,,chijmes@watabe-wedding.com.sg,,,LIVE COMPANY
917,201433836C,SEGAR VILLAGE PTE. LTD.,SEGAR VILLAGE,,,65 6444 1778,65 6534 3648,,,segar@p2e.com.sg,,,LIVE COMPANY
918,200105214H,QIAN-XI (FARRER PARK) RESTAURANT PTE LTD,QIAN-XI (FARRER PARK) RESTAURANT PTE. LTD. ,,,65 6295 1155,,,,qianxipl@singnet.com.sg,,,LIVE COMPANY
919,200511676M,THE SONG OF INDIA PTE. LTD.,THE SONG OF INDIA ,,,65 6836 0055,,,,namaste@songofindia.com.sg,,,LIVE COMPANY
920,201419245W,OMAR SHARIFF AUTHENTIC INDIAN CUISINE PTE. LTD.,OMAR SHARIFF AUTHENTIC INDIAN CUISINE ,,,65 9126 4572,65 6466 7318,,,sales@omar-shariff.com,,,LIVE COMPANY
921,202144191K,FORKETTA PTE. LTD.,LA FORKETTA ,,,65 6475 2298,,,,forketta@singnet.com.sg,,,LIVE COMPANY
922,201315258N,SCREEN BAR PTE. LTD.,SCREEN BAR ,,,65 6837 0309,,,,,,,LIVE COMPANY
923,201003980E,THE CAFE LOBBY (TS) PTE. LTD.,THE CAFÉ LOBBY ,,,65 6759 1082,,,,,,,LIVE COMPANY
924,201019047R,BLACK SWAN ASIA PTE. LTD.,THE BLACK SWAN ,,,65 6438 3757,65 8111 3563,,,jowens11@hotmail.co.uk,,,LIVE COMPANY
